person_id,city,credit_card,transactions
180,CityE,6968860140239329,6
181,CityA,3800950435525694,8
182,CityA,7525692114136461,16
183,CityD,4439541558036960,3
184,CityC,4208053922362106,10
185,CityD,9378201395455131,15
186,CityC,8466625520251441,17
187,CityE,2970893415874172,10
188,CityD,6068170448054467,17
189,CityD,4930122938514706,12
190,CityA,5935049050342130,15
191,CityD,9267817391330435,12
192,CityA,1275120515125026,6
193,CityE,7292518850274968,2
194,CityC,5778635514042482,5
195,CityD,2907827665398734,11
196,CityE,9405723308714465,5
197,CityA,6648598653640447,7
198,CityC,5716716823478193,18
199,CityD,9845899126373442,9
200,CityD,2084560077666894,3
201,CityB,8228499555908463,7
202,CityD,6296677421206302,13
203,CityE,5871800389982919,14
204,CityD,1114290533123180,8
205,CityD,3651833166483445,15
206,CityB,4488436802774072,13
207,CityB,9231740813337417,4
208,CityB,5131808417518143,12
209,CityD,4212326835864060,16
210,CityC,7697929143729151,3
211,CityC,1246841639663095,17
212,CityE,7733843781521301,2
213,CityD,1153276227304886,2
214,CityB,1524712247507677,1
215,CityC,4282460683610075,18
216,CityD,3214135973650217,5
217,CityB,6828806683954497,16
218,CityE,6226662777768124,5
219,CityC,5381940022110391,16
220,CityC,7665734080779010,18
221,CityA,4610869994420475,8
222,CityB,4041178285206881,16
223,CityA,2697581092796828,6
224,CityE,9574086538706878,5
225,CityA,9274988424362083,9
226,CityD,6820642773078064,12
227,CityC,7287874456812771,9
228,CityA,3440294222095519,6
229,CityA,2212555848563942,14
230,CityB,5406298876299944,1
231,CityB,8441425428592654,17
232,CityA,9968886295414213,11
233,CityD,1334444093677996,5
234,CityA,7427729274990815,4
235,CityD,7817779959487328,2
236,CityA,2792417997766171,10
237,CityE,1776576005899510,17
238,CityE,6423328404186322,4
239,CityA,5504129109044028,5
240,CityB,1286845736820310,19
241,CityD,8224397351288562,2
242,CityE,3995010625719795,5
243,CityD,3159239765320099,17
244,CityC,1601325736450696,4
245,CityB,1516136080313748,3
246,CityB,9552166415895534,19
247,CityC,1746992140749471,12
248,CityB,2442959518955368,11
249,CityE,4558839644256558,16
250,CityC,8023644360735758,1
251,CityE,8938948777785328,19
252,CityE,1423951761756931,13
253,CityC,7459842596242819,2
254,CityD,4381798261486227,5
255,CityD,1005317555685270,18
256,CityB,9150761824127749,15
257,CityC,5341157380135765,1
258,CityE,4800512346554293,2
259,CityD,2911613168964243,14
260,CityD,5469688210071252,4
261,CityB,3735401095107064,5
262,CityB,8870475462791037,5
263,CityB,4890427661871995,14
264,CityB,8764103544736738,3
265,CityC,9886123708575026,1
266,CityA,2655500647115353,12
267,CityD,9892570934055331,1
268,CityB,1653393124064083,15
269,CityE,7761969182275394,11
270,CityD,6327262226772934,19
271,CityB,1753966835565187,1
272,CityB,6016597235969222,6
273,CityC,4692798653363890,17
274,CityA,8181445517776358,16
275,CityA,9880033652838902,5
276,CityC,9976541868830910,19
277,CityE,5169297044538006,5
278,CityA,5686798373822731,16
279,CityE,6182228230390181,3
280,CityD,3216570894605948,11
281,CityD,8857310998834845,15
282,CityA,9799528653810448,18
283,CityA,3122406402113489,8
284,CityD,3524697891881354,16
285,CityD,5616810973295216,12
286,CityA,9479667455143952,3
287,CityD,7126341843243184,6
288,CityA,3207411261133257,15
289,CityC,6908496366293365,10
290,CityB,1994780470444381,17
291,CityA,1055465951357827,3
292,CityE,7708906096901701,12
293,CityA,5398464118843909,9
294,CityD,1417402318655239,4
295,CityE,9264810082873711,6
296,CityE,8182688460433660,3
297,CityB,6773806291281581,2
298,CityA,5886303975122937,11
299,CityC,8629557463602169,13
300,CityE,6458804874077102,7
301,CityE,9653291246858942,13
302,CityC,1680337845333126,16
303,CityE,9525493915401584,1
304,CityD,3508471648808958,8
305,CityC,5300992172148020,14
306,CityD,5382890391357974,11
307,CityA,1806009293028280,5
308,CityA,8910062759097335,19
309,CityA,7816244215839791,7
310,CityD,6639458289543170,6
311,CityE,5136706228976631,15
312,CityE,3681053425134881,13
313,CityC,2585986062003587,14
314,CityC,3933374382736024,19
315,CityE,2560787763114205,16
316,CityB,1174506196516418,8
317,CityD,1385494223955226,9
318,CityD,4696307269763028,18
319,CityD,7505850528656476,16
320,CityB,5143565452068842,17
321,CityC,1437872075942957,2
322,CityC,9333229948600056,19
323,CityD,3784545896759327,14
324,CityC,7884994384953039,17
325,CityD,2037635915019901,11
326,CityE,2022250570138456,11
327,CityE,6035559450180757,10
328,CityC,5831221530936275,15
329,CityB,5850996017963111,11
330,CityC,2634826178775531,14
331,CityA,6099343710953224,18
332,CityD,5233664292221379,11
333,CityA,6456988055530187,19
334,CityC,6640576725049100,2
335,CityE,9134043803722953,16
336,CityD,5145490478449121,19
337,CityC,2387235926272495,19
338,CityB,3645914226433615,4
339,CityC,9798090218418391,17
340,CityB,1019356450005258,6
341,CityE,3287114963654831,8
342,CityB,5064597449985101,3
343,CityA,1479930421877087,13
344,CityA,7044041499759427,7
345,CityA,3744516899285440,19
346,CityA,6153166376968178,12
347,CityA,3197961176479166,14
348,CityB,7731051905043107,13
349,CityA,2418021966527693,13
350,CityD,4686561018985679,3
351,CityB,7294289233696998,17
352,CityE,5763978292005385,1
353,CityB,5113269088382388,4
354,CityC,6186459983389193,18
355,CityE,1284434617214109,1
356,CityA,1823505328383600,10
357,CityA,9663339086291502,14
358,CityC,5982116313272670,19
359,CityA,8080130727780938,14
360,CityE,2210685223807588,9
361,CityE,8072373994031376,13
362,CityE,3394489644055072,16
363,CityB,7626607450696717,8
364,CityB,9998295630167197,14
365,CityE,2559327071421634,5
366,CityB,1786412460365166,19
367,CityB,9770907325995365,11
368,CityD,3384238802139299,2
369,CityB,1455609883618928,14
370,CityD,2634699255765168,4
371,CityD,8279993963201157,4
372,CityB,7089696503221208,1
373,CityB,8791192127808131,12
374,CityB,2040537197459707,6
375,CityA,4015452391779939,13
376,CityD,4739622002837032,16
377,CityA,3724731661567151,6
378,CityE,4747547519947595,4
379,CityB,2396281678429730,7
380,CityE,8042736739640254,3
381,CityA,7107732023227609,2
382,CityD,7485401862632591,4
383,CityC,1085985500900545,18
384,CityB,2446728662359573,12
385,CityE,3175154779197297,5
386,CityE,7240550929647489,10
387,CityE,4379341479174374,16
388,CityA,8037878591249379,2
389,CityA,9547799849124275,2
390,CityC,7337391643590619,13
391,CityA,9840832610715900,15
392,CityD,9297405966350154,13
393,CityD,3456823173879471,7
394,CityE,6157509137529157,17
395,CityB,1614703044919673,12
396,CityE,3113270044025337,2
397,CityD,2152808931120992,9
398,CityD,3235969724579004,1
399,CityD,6813647021134696,5
400,CityE,6229700842743056,7
401,CityC,2511195222921127,1
402,CityB,6669932781788098,10
403,CityC,8207886302720772,5
404,CityC,2002460306621646,14
405,CityB,9715671141405806,3
406,CityD,4342346288781783,2
407,CityD,7808605655661889,6
408,CityE,8859267278577227,13
409,CityE,2693780313225991,2
410,CityC,5770643372504706,17
411,CityB,9222324510321163,17
412,CityB,2639848786827909,9
413,CityA,5809482425771010,3
414,CityA,3476513078570398,14
415,CityC,3070646751818344,4
416,CityE,1558666407711759,12
417,CityD,9923460704389946,18
418,CityD,5230918997804220,12
419,CityC,1136617445351102,2
420,CityB,3031307399386216,14
421,CityA,3231976276172814,9
422,CityE,7324150923687395,15
423,CityB,3145816926932582,19
424,CityE,8980623879249934,13
425,CityE,4997346406630686,6
426,CityC,6141922074846674,17
427,CityA,3031478755756396,14
428,CityA,5493831674479753,6
429,CityD,4446658658119508,19
430,CityB,3091469464051657,13
431,CityB,9354501100828779,14
432,CityA,5220518345553568,15
433,CityE,3054016628431226,11
434,CityD,4503516161884510,3
435,CityD,1575702105437773,7
436,CityE,1270412508393319,12
437,CityD,8257353121712323,15
438,CityE,2300460569348424,10
439,CityD,1830884554669671,3
440,CityA,5143297904020484,4
441,CityD,9801750954599247,17
442,CityD,2286212217554786,6
443,CityB,5284645110526314,10
444,CityD,6804303239138602,17
445,CityE,3746087572323600,2
446,CityA,6737351416779989,4
447,CityD,2496543310372640,9
448,CityA,1504676105743528,4
449,CityA,8636608335866267,15
450,CityD,3456898812015336,15
451,CityB,7744470882978854,19
452,CityC,6598859083523530,17
453,CityD,2551409317815468,15
454,CityC,8691315667190911,4
455,CityD,2494850957424843,13
456,CityA,3684906710882290,12
457,CityD,4283378059975602,14
458,CityC,5348224590023393,5
459,CityA,5006551755607572,12
460,CityD,5885880254316339,19
461,CityB,6677021517212169,1
462,CityE,6443057448351861,7
463,CityD,3415167393952867,9
464,CityB,8591746440252695,5
465,CityC,9446434842416224,17
466,CityB,7774394837942446,8
467,CityE,3255592109288598,2
468,CityB,7239402662484682,16
469,CityD,6513212831450155,11
470,CityB,8711365322205764,13
471,CityD,1871569243539478,2
472,CityC,2000406340008111,17
473,CityE,4296549793931172,15
474,CityB,3614426536962583,9
475,CityE,8974760892583156,12
476,CityB,2125164173725548,14
477,CityE,1421792159734882,12
478,CityB,9126918557995104,3
479,CityC,7650684428853878,9
480,CityC,1920216893287768,12
481,CityD,4633946116459868,5
482,CityB,2558647493464946,18
483,CityC,2064351494080787,7
484,CityC,3214039468020155,9
485,CityE,6096350395282504,10
486,CityC,1963092337219746,11
487,CityC,7467266593672287,6
488,CityD,5204869882962322,2
489,CityA,8224873035030940,13
490,CityE,3090375013099741,4
491,CityC,8108243796492557,4
492,CityA,2124718642598038,19
493,CityA,1488827692462366,1
494,CityC,8793291202472709,15
495,CityD,2233276055461115,6
496,CityB,2500571092864105,6
497,CityD,4113137166432009,2
498,CityC,2269649281159937,18
499,CityE,2540027001496807,16
500,CityB,3165870077039095,14
501,CityB,1235770248429601,8
502,CityC,4435782167984944,19
503,CityC,9181288444450732,4
504,CityE,7588790993271881,8
505,CityD,4531840268829312,9
506,CityE,9113318706966054,19
507,CityC,1070278943006044,6
508,CityE,1056471522747206,8
509,CityC,5033334648789770,18
510,CityB,4473365227025486,12
511,CityE,5229268486573834,15
512,CityA,1724390065502341,13
513,CityB,6359563918599386,10
514,CityA,5684095358261861,3
515,CityC,6956716996332727,19
516,CityA,3632611634950657,8
517,CityD,7957384745804987,1
518,CityC,2308507172203516,18
519,CityA,3267448075081500,13
520,CityC,9863984264730807,10
521,CityD,1482560346292343,11
522,CityA,1517574061378914,13
523,CityA,6514889219938566,12
524,CityB,2093606569066971,15
525,CityA,6209993499301948,10
526,CityA,7773174487372677,19
527,CityC,3906743522102643,12
528,CityD,7282271009753348,13
529,CityE,8603400476481346,7
530,CityD,1905980048029308,5
531,CityD,6842244076332630,12
532,CityA,1494003889730534,14
533,CityE,1584510564521449,14
534,CityE,1630179498904558,15
535,CityD,5544240918272159,10
536,CityC,7797848006407191,12
537,CityE,8624292560140913,16
538,CityE,6837824567866266,3
539,CityD,8350843973264247,10
540,CityB,6860669483936424,7
541,CityE,4691947039878061,1
542,CityD,7675757266934803,19
543,CityB,8441037786452970,14
544,CityD,3953231424708860,7
545,CityD,3552451723759901,11
546,CityC,7890949260802993,5
547,CityA,9792651756911459,12
548,CityB,4639746091982401,13
549,CityA,1398090876150051,12
550,CityB,1788704838795085,1
551,CityB,8885707877030394,18
552,CityE,4041696632565043,17
553,CityC,5270679804959237,15
554,CityC,9672865312266025,18
555,CityD,7262626363051594,5
556,CityA,3282448422319656,1
557,CityD,2591278824816550,17
558,CityC,7923791112226390,5
559,CityD,4028003143385192,4
560,CityC,4808554231428881,15
561,CityC,1089692646704485,8
562,CityB,5735456332945097,14
563,CityD,1336766569533179,1
564,CityB,5834762078009787,10
565,CityD,5102236599412875,18
566,CityC,4002311446754642,15
567,CityC,9804493174321122,19
568,CityE,4017027380119339,5
569,CityB,9919010368509101,4
570,CityA,6893699394428908,4
571,CityD,9771801579781956,2
572,CityA,7326339811104697,8
573,CityE,3292570801102359,2
574,CityC,5523605944958501,13
575,CityB,4219936110023422,16
576,CityA,1543044373184064,1
577,CityB,5752001738325258,13
578,CityC,8913717703701028,1
579,CityB,5896583354191862,5
580,CityB,1480107094391152,14
581,CityD,8111578912361655,8
582,CityA,2199084555946899,3
583,CityE,2384874582702081,14
584,CityB,5173443217686363,15
585,CityB,3301269454226237,19
586,CityE,4818978783342539,14
587,CityA,4333851645600365,15
588,CityC,6539138744625839,11
589,CityD,7937580072350502,19
590,CityE,6239796250020884,16
591,CityB,3011341806491610,6
592,CityC,6765608593872583,19
593,CityD,6634644701145506,13
594,CityE,8063155577032135,1
595,CityB,6421321805078369,19
596,CityA,2070497307893945,11
597,CityE,6410017723137891,1
598,CityB,8811859428754554,9
599,CityC,2602143975674110,11
600,CityE,3059523853785775,16
601,CityD,2187316071949296,15
602,CityA,3230652091029635,7
603,CityE,4471594375809614,6
604,CityE,9309929713557815,12
605,CityA,6188588912978665,6
606,CityC,3772501319571785,13
607,CityD,1421338618782669,3
608,CityB,3546833330583431,7
609,CityC,3162696729763144,18
610,CityB,2554871718230108,5
611,CityD,9103906360564814,14
612,CityC,6885507974525449,6
613,CityE,9628094521562157,13
614,CityC,7565759034818908,11
615,CityB,3930251514568101,8
616,CityE,9877325397129541,9
617,CityA,1511584319404973,4
618,CityC,5062579640476236,10
619,CityC,5754542510106191,18
620,CityE,8390828656974828,11
621,CityC,7116565775811846,4
622,CityE,5355447224150237,9
623,CityA,6523640330011227,12
624,CityC,8854626166402306,16
625,CityB,6754310240451596,1
626,CityC,1557482310478225,3
627,CityE,6793723505294545,3
628,CityE,5584578044346756,10
629,CityB,3583620371244496,2
630,CityB,3529008122123209,10
631,CityE,8995819813814323,3
632,CityE,8315733371120094,18
633,CityC,3420149270694682,3
634,CityE,3989963469491292,18
635,CityB,8402585619297194,4
636,CityC,6741441072781411,9
637,CityE,8261405149525990,9
638,CityA,4564613018004868,12
639,CityB,5515517719346417,6
640,CityA,9044214468992968,4
641,CityC,8540005999079425,19
642,CityB,4195420842639386,1
643,CityC,9109746317950595,17
644,CityD,1145725113350628,19
645,CityB,6767429447227340,3
646,CityC,2743158538130085,14
647,CityA,5664766542422221,7
648,CityC,2614159090625343,5
649,CityE,6513408638654600,18
650,CityE,7635823457305438,1
651,CityA,1349658897866843,7
652,CityC,3497575122728368,5
653,CityB,1973211674424020,15
654,CityA,7209350339548976,8
655,CityC,1811208174230299,16
656,CityD,6554647311663369,3
657,CityE,2709851026410302,1
658,CityA,7421503749387744,1
659,CityC,5350583325568842,12
660,CityD,8265218038454525,2
661,CityE,5077297168690255,12
662,CityD,7213662792350411,15
663,CityA,9987558263295047,7
664,CityC,9105166879808445,13
665,CityD,6841781621130166,8
666,CityD,6249865667048403,18
667,CityD,6396215067503143,13
668,CityB,2414873410261674,16
669,CityD,8372632081476476,4
670,CityC,5992350056779395,6
671,CityC,6829311757616085,12
672,CityC,2348954162726714,19
673,CityE,4617189426359351,19
674,CityD,6584707960955140,12
675,CityA,6504236766394844,6
676,CityE,3759681161751959,17
677,CityB,3864380698337749,15
678,CityC,9560289768364000,4
679,CityB,8847064530801383,2
680,CityE,4284664694720901,5
681,CityB,6707240860005056,13
682,CityE,8832693575623478,12
683,CityB,1853169269826648,4
684,CityC,4033102856095107,8
685,CityD,6643246144757341,18
686,CityC,7863394582619649,17
687,CityC,3447432800364305,5
688,CityC,8705763822510149,15
689,CityD,1270820749232819,13
690,CityC,5036032418562845,6
691,CityE,6121244456932885,3
692,CityB,6963914084350073,1
693,CityD,9728290320526555,9
694,CityA,8441100987009730,4
695,CityE,4022764621973432,16
696,CityD,2325931756782791,10
697,CityB,8093183384011234,11
698,CityD,5141289656674834,3
699,CityE,5591405447998363,14
700,CityE,1293824375931204,8
701,CityA,5664814409299573,11
702,CityC,7381820118212902,5
703,CityB,7503815548878181,7
704,CityE,8231692505131332,7
705,CityE,8516625620212682,11
706,CityB,3729900201196945,9
707,CityE,8900843001706102,6
708,CityA,6670432177437406,19
709,CityA,6704705729162613,19
710,CityC,4754109881765994,4
711,CityD,1068498811230914,19
712,CityB,3769390323498590,19
713,CityA,8282135490928511,7
714,CityA,2389565140531766,2
715,CityA,7551374499163498,15
716,CityA,4768701762158485,9
717,CityC,6467690766534068,9
718,CityE,1090700697187078,16
719,CityA,3543683703242546,19
720,CityC,4066260656395105,15
721,CityD,7725945240405181,1
722,CityE,1089338245446364,15
723,CityD,1958446099102019,15
724,CityE,8025574652240245,4
725,CityE,3322528480778197,3
726,CityE,8298978939550180,13
727,CityC,3010258390160264,17
728,CityB,5811187479562590,17
729,CityD,3068271908419558,15
730,CityE,9652959821665476,17
731,CityE,7882393834946064,10
732,CityA,2920253694535453,15
733,CityA,8904874552358355,1
734,CityC,9980509436415977,14
735,CityE,8146302823331537,9
736,CityD,6160957580222768,19
737,CityD,8925679377554245,19
738,CityA,4915818855356657,16
739,CityA,6452522139632957,14
740,CityB,1765266907373369,15
741,CityE,8893051369531043,16
742,CityE,3497020793305034,12
743,CityA,4070452659262764,11
744,CityA,9610188092017125,1
745,CityA,2812789674446871,18
746,CityB,8314704887272071,14
747,CityB,9624276418190070,4
748,CityB,7029739432587079,7
749,CityE,6767675678412879,2
750,CityB,3540921066224318,14
751,CityE,8053416022637723,13
752,CityA,4278526225014709,8
753,CityE,4144816192781265,8
754,CityD,4532819570514835,18
755,CityC,2410605938697387,7
756,CityA,8720610262193047,15
757,CityD,8834587706711491,3
758,CityC,1680182417140188,3
759,CityD,8647309755700462,8
760,CityC,9187753292807180,17
761,CityC,2672567420898854,2
762,CityB,1751982383129469,3
763,CityD,5118074960139931,9
764,CityD,6336862382528743,19
765,CityA,9695752815190522,9
766,CityE,6488584639800620,6
767,CityD,3854193442898086,11
768,CityD,7020965880830006,4
769,CityA,6328238656144749,2
770,CityA,3052447176045818,9
771,CityB,1547159517698980,12
772,CityE,2383018446680440,14
773,CityE,5559750645216126,3
774,CityB,4836730740915390,13
775,CityA,5206382999340098,11
776,CityA,6314578605137473,12
777,CityA,2987401122123151,19
778,CityD,8126589553885804,6
779,CityE,1380683288262467,4
780,CityE,8753833071642219,17
781,CityC,7226734953874187,17
782,CityC,5077703300340274,17
783,CityD,2941580438054765,8
784,CityD,2523342836178458,19
785,CityE,6319496929781538,14
786,CityC,5644601753359028,3
787,CityB,6479023382356023,5
788,CityA,7239387688441603,8
789,CityE,6542977868621105,7
790,CityB,3106889663769664,15
791,CityD,9988018034014760,12
792,CityA,1501576051428411,9
793,CityD,2206386917185992,17
794,CityC,4211045656598310,13
795,CityB,4124265576068437,19
796,CityA,6713430929474500,4
797,CityA,1097672270636684,14
798,CityD,1480521712049730,17
799,CityE,6072475473703691,7
800,CityB,4253004618007596,11
801,CityA,3786076629458424,4
802,CityA,3063829190984918,4
803,CityC,2096453258315870,2
804,CityB,7681896819999483,10
805,CityB,1538197117964542,8
806,CityA,2046735034221035,12
807,CityB,9489795636049280,8
808,CityB,2782091225912775,12
809,CityA,2763337523224603,1
810,CityA,2471771809250969,8
811,CityD,5142731442544048,14
812,CityD,2631225060496223,13
813,CityD,2258289749970874,6
814,CityD,4858093499489986,14
815,CityB,8738711281857372,17
816,CityC,1166992152584112,4
817,CityA,1275563208268524,3
818,CityA,3501510198575290,13
819,CityE,3431620952953335,16
820,CityC,8997994298764348,6
821,CityC,3127638781633332,15
822,CityA,7072212162645748,7
823,CityC,7682965945150010,6
824,CityE,5009326431673294,4
825,CityB,2029368758448034,2
826,CityD,1766323545199972,18
827,CityE,5857931543090939,5
828,CityD,6138247872604048,12
829,CityA,9398514793613846,3
830,CityB,6372182480610787,9
831,CityE,1419478915896580,15
832,CityC,2497316562569520,16
833,CityB,4646635428533844,1
834,CityE,6812717087303594,13
835,CityB,7544685766934395,2
836,CityA,5997170385753745,3
837,CityC,4458269693221134,3
838,CityD,5527610104546893,1
839,CityD,8442547298808830,6
840,CityD,6328360773903181,19
841,CityE,5009114008649237,9
842,CityB,9445420797734213,9
843,CityC,8450296586182414,11
844,CityC,6184862591824601,10
845,CityE,7904168794339139,12
846,CityC,2522043675319992,7
847,CityC,1934041610438416,9
848,CityB,2492455997036565,14
849,CityB,6095569079327695,7
850,CityB,6896461488266882,10
851,CityE,6866171260236167,10
852,CityE,1000940843923366,4
853,CityE,4112866411602539,3
854,CityC,6109086795108260,11
855,CityD,9510650551662329,18
856,CityC,7180705719686948,19
857,CityB,4427258523453172,6
858,CityD,3506643947122047,19
859,CityA,3091315537549264,7
860,CityD,9003929964884076,9
861,CityB,6889107493235326,8
862,CityB,5371080142993633,14
863,CityB,4560686683046514,9
864,CityB,2109876260561933,14
865,CityA,7781134582383726,11
866,CityD,5963844931783140,13
867,CityA,1967674207954131,15
868,CityC,9787289204558028,1
869,CityD,9790887984980143,13
870,CityC,6052389485902426,18
871,CityC,6191669724380416,13
872,CityC,8502617109027817,9
873,CityB,8864050504208547,18
874,CityD,4986555206557297,12
875,CityE,1969334017042998,19
876,CityD,9969738105308616,12
877,CityB,3541485670471255,16
878,CityD,3863457846561353,15
879,CityB,4583572885760190,11
880,CityD,1789350308181077,1
881,CityD,7211278032872290,10
882,CityC,7414849566020525,13
883,CityA,3565312468721755,16
884,CityD,5664514189417050,7
885,CityE,9978380155656819,15
886,CityA,8636578602822655,9
887,CityE,9586260992878763,5
888,CityD,4522395212346562,7
889,CityB,3602248652975398,19
890,CityD,2119411252534053,3
891,CityC,2898584111496023,11
892,CityB,5314141409316828,2
893,CityE,6110206567624353,10
894,CityD,7718974104970153,8
895,CityD,7397499434772965,6
896,CityB,4181399603263531,14
897,CityD,2453853438543959,14
898,CityA,7191023670451116,6
899,CityE,6293128959142964,19
900,CityD,5618229152982531,19
901,CityD,3955036761897721,13
902,CityB,8565571409500157,4
903,CityC,2707158651695886,16
904,CityE,7920874235366744,8
905,CityA,1011658546420534,15
906,CityA,5585061200615880,8
907,CityB,9063891813941889,6
908,CityA,2542152136803099,11
909,CityC,7721507094379819,12
910,CityD,2299834119892869,15
911,CityE,3234742871921623,16
912,CityD,6324159472119250,15
913,CityB,8472541098655891,11
914,CityD,4908471026181416,4
915,CityC,2355703206265582,3
916,CityA,2319323024295954,7
917,CityE,8782283716549866,17
918,CityC,6983860680175520,13
919,CityB,3089196195047172,5
920,CityE,4309140366920904,10
921,CityD,9907314567165205,18
922,CityB,3608561664156665,19
923,CityD,8001775675972353,14
924,CityC,1962422345845570,2
925,CityC,8627252789514259,10
926,CityB,6506882782757211,11
927,CityA,5138297066309440,10
928,CityB,1959706614607448,11
929,CityA,2511729230062406,10
930,CityB,5678952578165529,8
931,CityB,4839583887122086,17
