person_id,city,credit_card
393,CityD,3648699711623529
394,CityE,5530205041541428
395,CityB,6145155535289178
396,CityE,8935967470432607
397,CityD,8423567983897255
398,CityD,7936440107829179
399,CityD,6965589213141157
400,CityE,3114394436541880
401,CityC,3634758113271210
402,CityB,3311591456662608
403,CityC,1459675534490082
404,CityC,3271253058247494
405,CityB,1803029956852479
406,CityD,6209261202488917
407,CityD,9262709482403001
408,CityE,3327473101817965
409,CityE,6415761453396166
410,CityC,8704567045698048
411,CityB,5963699975552267
412,CityB,9719972237557439
413,CityA,3808818415153765
414,CityA,1816168079855094
415,CityC,5010464806620098
416,CityE,8699816390782902
417,CityD,9333947866322231
418,CityD,9621231547194807
419,CityC,9862609252614582
420,CityB,9209407773960919
421,CityA,1973130603158117
422,CityE,7641534941196190
423,CityB,9455272773993869
424,CityE,9843455542168489
425,CityE,2031803534990015
426,CityC,6660928707739077
427,CityA,7641203537934735
428,CityA,5317687834338150
429,CityD,1365753518248483
430,CityB,5178173403752636
431,CityB,3969324375445754
432,CityA,9083803030704845
433,CityE,8903115602321759
434,CityD,4481266135505437
435,CityD,8857558209024737
436,CityE,9861227090785823
437,CityD,2474343177400794
438,CityE,1570792247127253
439,CityD,9432773343709704
440,CityA,5676704431820287
441,CityD,2918424924738343
442,CityD,5114039609783180
443,CityB,5719964097154715
444,CityD,2637037730541738
445,CityE,5357657518661036
446,CityA,5772298919045610
447,CityD,8279060791777087
448,CityA,6939744793913841
449,CityA,7425093831597392
450,CityD,3471944318049872
451,CityB,1250531482606412
452,CityC,7900615523639946
453,CityD,5030393074566137
454,CityC,8675952309608931
455,CityD,7071537191405478
456,CityA,9805279490445761
457,CityD,6732653717497609
458,CityC,2230534234814147
459,CityA,2580927724811367
460,CityD,9724108630708611
461,CityB,4607574877120273
462,CityE,2367108457921156
463,CityD,4215948754798603
464,CityB,6314830495583064
465,CityC,1839350341157728
466,CityB,5834591197093832
467,CityE,8617278000921454
468,CityB,9723968416779484
469,CityD,4151151000676673
470,CityB,7386385626329726
471,CityD,1837580674957731
472,CityC,2210428428345033
473,CityE,9444601791797363
474,CityB,7408907539063637
475,CityE,8695775457302222
476,CityB,8852930784590998
477,CityE,8966280498064150
478,CityB,2294186505208934
479,CityC,2314380337706326
480,CityC,7585676204671310
481,CityD,3134625361014885
482,CityB,7337506340386501
483,CityC,5334207951368024
484,CityC,9172177314290680
485,CityE,3903824126372265
486,CityC,1689062566707258
487,CityC,2506514633211913
488,CityD,2493129820621746
489,CityA,8311341542243240
490,CityE,2938172629548415
491,CityC,8676112645240261
492,CityA,8838654621549357
493,CityA,1549907305723029
494,CityC,8498345781471829
495,CityD,8868771864309005
496,CityB,7700651220533883
497,CityD,9551435350496968
498,CityC,4064739320963646
499,CityE,4525677114967994
500,CityB,2057952879961321
501,CityB,7367718146415617
502,CityC,8639586742059254
503,CityC,6518967453152586
504,CityE,1388981197336131
505,CityD,2660329532892137
506,CityE,9775686997163458
507,CityC,8587953470430937
508,CityE,3771044391122986
509,CityC,8655569641884804
510,CityB,1658245465016992
511,CityE,1582810451898366
512,CityA,9774166416833113
513,CityB,3221934518025582
514,CityA,8667433775792020
515,CityC,9868101651604153
516,CityA,2735699195779331
517,CityD,2676439870114357
518,CityC,4031429818921425
519,CityA,1645097173602821
520,CityC,9727422217293663
521,CityD,4879348124786693
522,CityA,3817993720056038
523,CityA,3638984181459249
524,CityB,9891014426124172
525,CityA,5083365097859996
526,CityA,1326842786870863
527,CityC,4343885180767293
528,CityD,1593361573474502
529,CityE,9990961459635544
530,CityD,7501667085057850
531,CityD,9687630900248162
532,CityA,8348661270138694
533,CityE,8254951989705955
534,CityE,3914867041769591
535,CityD,2193821024091428
536,CityC,2551479175883886
537,CityE,7728026133678718
538,CityE,4161201711488898
539,CityD,1184441960455078
540,CityB,3972094186058186
541,CityE,5264998332115375
542,CityD,2182692094685168
543,CityB,9438598058295380
544,CityD,1108269842434472
545,CityD,8106077467857144
546,CityC,7433911062876061
547,CityA,5062228186594921
548,CityB,7022132266560854
549,CityA,9049574348278603
550,CityB,3361931597668607
551,CityB,4313230776964032
552,CityE,8672788814427212
553,CityC,5672013740096731
554,CityC,6913574190981875
555,CityD,5018474861634431
556,CityA,7040293484803047
557,CityD,9338180961153374
558,CityC,2272031471994721
559,CityD,4037449607049540
560,CityC,7008363343502191
561,CityC,7700934375955829
562,CityB,4491756477192362
563,CityD,5774925431223158
564,CityB,4851529532202827
565,CityD,7836040783001751
566,CityC,3553358053306164
567,CityC,1493485206611314
568,CityE,6524167418670031
569,CityB,6392860397774148
570,CityA,6781030938644383
571,CityD,3840972717280297
572,CityA,8810216319956774
573,CityE,2475867548030395
574,CityC,4592585039436243
575,CityB,8647030527630929
576,CityA,6509198499935624
577,CityB,3634163045593710
578,CityC,9712571627760693
579,CityB,2336198246469797
580,CityB,8968543183801052
581,CityD,9688724759079534
582,CityA,1885380619162989
583,CityE,1249587390629722
584,CityB,2619399803714207
585,CityB,8622992293179749
586,CityE,2405079237056357
587,CityA,5260779191617482
588,CityC,5049047136539973
589,CityD,5010213238190177
590,CityE,3834513532099304
591,CityB,4428185199500637
592,CityC,1507064635593910
593,CityD,6375049694365637
594,CityE,6009901518041199
595,CityB,1979180736952176
596,CityA,8330602333262877
597,CityE,2426020629137102
598,CityB,5341899347009201
599,CityC,1827559731492980
600,CityE,1200525052787440
601,CityD,9693675888419686
602,CityA,4195689183953275
603,CityE,4130038123313817
604,CityE,8797851394458639
605,CityA,4028633792866596
606,CityC,8583252932901903
607,CityD,3789494768426788
608,CityB,4470914100193373
609,CityC,4306200160765537
610,CityB,2713343940728342
611,CityD,3089182353425507
612,CityC,6948521213402697
613,CityE,9296679982120256
614,CityC,3298118289334381
615,CityB,9884793367864997
616,CityE,4773922624040266
617,CityA,3942390680934600
618,CityC,6061348676269521
619,CityC,6320622434080824
620,CityE,3139216923596338
621,CityC,1128079201808340
622,CityE,3750217607264982
623,CityA,4184008861554573
624,CityC,9290896879851134
625,CityB,8666754123034015
626,CityC,9480571270586570
627,CityE,5061118186309829
628,CityE,4808502618154362
629,CityB,3016264164247370
630,CityB,4073416254067334
631,CityE,5871438460821056
632,CityE,8970655315188159
633,CityC,2421366933233597
634,CityE,1854594078594213
635,CityB,8107216160860418
636,CityC,5382631615628715
637,CityE,6622761483893125
638,CityA,3340009784294802
639,CityB,6355204137791721
640,CityA,1449022130915635
641,CityC,6977828315364541
642,CityB,1132173373979667
643,CityC,3013083002941203
644,CityD,6882191280579321
645,CityB,5656910268482538
646,CityC,6030214979028959
647,CityA,8224319420555791
648,CityC,7337400542358321
649,CityE,4622425338540539
650,CityE,3021720820690452
651,CityA,8477220749808419
652,CityC,2339966701290378
653,CityB,1469960234383015
654,CityA,8516315720032653
655,CityC,7244762535870709
656,CityD,1467012943629883
657,CityE,6621469762717118
658,CityA,6487959054901076
659,CityC,1597289622698845
660,CityD,9426303740393926
661,CityE,4110218078891865
662,CityD,8570846050480813
663,CityA,1279015785483541
664,CityC,6215284663736134
665,CityD,1707384574222889
666,CityD,7794599122031496
667,CityD,2854690759078672
668,CityB,1930131009702528
669,CityD,5040624707291431
670,CityC,9064281692676549
671,CityC,6329154541914574
672,CityC,5735213897270668
673,CityE,8693203082358381
674,CityD,2819482285340988
675,CityA,5072245002820694
676,CityE,3222127615397430
677,CityB,1308137330484114
678,CityC,9261907862952459
679,CityB,5004373836709898
680,CityE,8490498476847054
681,CityB,4583005959494501
682,CityE,5398953682481116
683,CityB,1541339901421370
684,CityC,1682615712011241
685,CityD,6540451962960684
686,CityC,4946731146665706
687,CityC,5709174484084730
688,CityC,4673766874383097
689,CityD,4948789130432328
690,CityC,4237751509256877
691,CityE,5333599324126860
692,CityB,2489969161661762
693,CityD,8877941677141202
694,CityA,1911572051708411
695,CityE,7007425949698247
696,CityD,8388322783157644
697,CityB,1824815346384889
698,CityD,7096510623344020
699,CityE,4261709517939207
700,CityE,1495874205008310
701,CityA,6575414919288733
702,CityC,3415614716784068
703,CityB,4343119329157959
704,CityE,3696310055329587
705,CityE,6275397540731498
706,CityB,8876405027159748
707,CityE,8480023105994748
708,CityA,4344436533594238
709,CityA,5196814681408631
710,CityC,4726499967742687
711,CityD,8206256016068696
712,CityB,7722240112532603
713,CityA,6604401753149962
714,CityA,3283504850017002
715,CityA,9787194785372025
716,CityA,3485936035341190
717,CityC,7790398551395884
718,CityE,1045101010186591
719,CityA,6092249896968039
720,CityC,2605135788443664
721,CityD,6825494941503211
722,CityE,8683251888006338
723,CityD,2869683509519517
724,CityE,3389560724154520
725,CityE,1698224562872111
726,CityE,5583172260304665
727,CityC,6372252896037192
728,CityB,1047265884622583
729,CityD,9000885742612650
730,CityE,4982316035094797
731,CityE,2759353676920878
732,CityA,2287071354711424
733,CityA,1121487085211587
734,CityC,9966500119258938
735,CityE,6861797141606860
736,CityD,7684311300955518
737,CityD,4836425788929039
738,CityA,7798850742017464
739,CityA,7431632708591133
740,CityB,3836866023543322
741,CityE,2402994392195227
742,CityE,4428403132692880
743,CityA,9897729805874446
744,CityA,5454691450708553
745,CityA,4749122859736331
746,CityB,9712629139261170
747,CityB,1234156938932312
748,CityB,1361282908614249
749,CityE,4440101517510688
750,CityB,2247723357494784
751,CityE,6745909066428452
752,CityA,8409179158867460
753,CityE,9635823215308726
754,CityD,6357299317213478
755,CityC,2695114845314466
756,CityA,1441196064035411
757,CityD,9665691598475236
758,CityC,5255341313907133
759,CityD,8893883400895867
760,CityC,6895388091815684
761,CityC,3998751182493013
762,CityB,6906453725757348
763,CityD,1754117915701522
764,CityD,7870852966753211
765,CityA,1387693666171508
766,CityE,8750582602754712
767,CityD,8648436011293122
768,CityD,3124467581400283
769,CityA,8119004794588024
770,CityA,8001061106476125
771,CityB,6986265645031755
772,CityE,8637442844538368
773,CityE,8075118473251035
774,CityB,2751560017713830
775,CityA,3642033383425716
776,CityA,2008598341621389
777,CityA,3030489638200995
778,CityD,8684054419718167
779,CityE,6070601538846581
780,CityE,4328836700070066
781,CityC,8471700887559485
782,CityC,1877994680231633
783,CityD,5276895733686168
784,CityD,2720684680661559
785,CityE,2302983487399248
786,CityC,5744704542284537
787,CityB,9464296300973143
788,CityA,4179328729992394
789,CityE,1091951372269368
790,CityB,3660682087004709
791,CityD,4759122032382062
792,CityA,8520451106735537
793,CityD,8791591421877452
794,CityC,4541193593765457
795,CityB,7251598915357476
796,CityA,4803455227393178
797,CityA,6491898887130747
798,CityD,4450703732182953
799,CityE,8369024644075974
800,CityB,9662588638844730
801,CityA,2677354079334184
802,CityA,8046500462920766
803,CityC,9089214820557256
804,CityB,1787152716056772
805,CityB,4793844087035007
806,CityA,4868544912913978
807,CityB,9384350667755330
808,CityB,9939804691260119
809,CityA,5614428188363194
810,CityA,2729895666784952
811,CityD,8873042161841213
812,CityD,3101708778837288
813,CityD,5627766767555774
814,CityD,6488536984447895
815,CityB,7587724872083305
816,CityC,5146206697341274
817,CityA,2019079899780260
818,CityA,3464756123186489
819,CityE,1554152745533981
820,CityC,3301183345140245
821,CityC,6298041101434359
822,CityA,5107174754379728
823,CityC,8853743950696921
824,CityE,2445862260510834
825,CityB,1674469824162099
826,CityD,4827034296406665
827,CityE,9905985287846982
828,CityD,7109666363786310
829,CityA,8354682607636033
830,CityB,6595172368929108
831,CityE,2544165620374243
832,CityC,2762687950796270
833,CityB,6896141210079779
834,CityE,2267193397590667
835,CityB,5938529370573049
836,CityA,3862984787048367
837,CityC,5751610261103570
838,CityD,4147815864536057
839,CityD,6521633751118155
840,CityD,1102512091613913
841,CityE,4142509855449534
842,CityB,4317128711229547
843,CityC,1762069094509786
844,CityC,3124205964984465
845,CityE,7276191013533014
846,CityC,7891249516354884
847,CityC,4775806523820747
848,CityB,1521580170860915
849,CityB,9157227378659461
850,CityB,4981769317713653
851,CityE,3695113150095811
852,CityE,6605727628020209
853,CityE,8303430986310392
854,CityC,3042829465438238
855,CityD,2237509565603686
856,CityC,5056337115622838
857,CityB,4259192506057752
858,CityD,6741613896430606
859,CityA,8062168648728502
860,CityD,6001355560499860
861,CityB,2801640747930951
862,CityB,1107299259716697
863,CityB,1522839167360507
864,CityB,1991005878180341
865,CityA,1237666000640534
866,CityD,6547227925426792
867,CityA,3021351498968744
868,CityC,5901902800408520
869,CityD,4813600252297258
870,CityC,6067602174388872
871,CityC,8504953169748423
872,CityC,8834293512060444
873,CityB,5734947666786662
874,CityD,5501418604703060
875,CityE,2009778051884470
876,CityD,6125834664227444
877,CityB,5957672283000647
878,CityD,1602160387333325
879,CityB,9131700369593912
880,CityD,6179334292076576
881,CityD,1413730235123806
882,CityC,3258912027870117
883,CityA,9224812298960255
884,CityD,4244992062977262
885,CityE,9964726092344129
886,CityA,2066856933050358
887,CityE,9537177858406489
888,CityD,1305021687799835
889,CityB,3682848373535816
890,CityD,5030524471029091
891,CityC,5848400758370785
892,CityB,7216679456400767
893,CityE,2869659024169540
894,CityD,5748865637481458
895,CityD,4450174586686530
896,CityB,4561961298978934
897,CityD,6780181660319330
898,CityA,4649399924340861
899,CityE,9835525446638051
900,CityD,6535580575757379
901,CityD,5478032719935390
902,CityB,5686050924839068
903,CityC,4134593517434330
904,CityE,5581480195770403
905,CityA,2740192227611182
906,CityA,9070773662502301
907,CityB,5203304248391262
908,CityA,5226729672724764
909,CityC,6378603046358180
910,CityD,5259996870465290
911,CityE,6400551753133715
912,CityD,1114908672402813
913,CityB,8358970716780230
914,CityD,6114655616771129
915,CityC,6117129699317590
916,CityA,1883834578934794
917,CityE,6576202480818110
918,CityC,7728874558137667
919,CityB,4784677371266785
920,CityE,9200698907953376
921,CityD,4830725947186885
922,CityB,8248417454260031
923,CityD,7285149099129315
924,CityC,9258815393828883
925,CityC,7392016901004267
926,CityB,5884137613388406
927,CityA,1115264988713186
928,CityB,2053945206655604
929,CityA,4216630002761287
930,CityB,3845970822552855
931,CityB,9174554057474470
932,CityE,3015539450053313
933,CityA,7891738059479143
934,CityA,2734733588748026
935,CityC,5305762865776692
936,CityD,6121307728589598
937,CityC,7314921458454841
938,CityA,5076259224019155
939,CityE,4123694559028636
940,CityA,1938185944665281
941,CityD,6684446051210245
942,CityD,4472306909185077
943,CityB,7737361843930458
944,CityE,2533787764643631
945,CityC,2043719630686053
946,CityE,5638472123493823
947,CityB,9546093472823819
948,CityA,4975361613124223
949,CityD,7946821799863428
950,CityA,6382689580668448
951,CityA,8443210277296129
952,CityB,1590925217065048
953,CityC,9778112834960246
954,CityA,9666702359646580
955,CityD,3225547902671775
956,CityD,6455537804353473
957,CityC,5311686004231921
958,CityC,7606091786084608
959,CityB,4679644001038136
960,CityE,3343614168465561
961,CityD,2969128027091778
962,CityA,8138219128249106
963,CityB,4020173621181671
964,CityC,8705246229949949
965,CityA,4649500667637581
966,CityE,7136509758102389
967,CityC,4576182205501096
968,CityE,6858075540032888
969,CityE,6608022072690547
970,CityD,2018570765282686
971,CityD,3293134140725854
972,CityE,3534616897766841
973,CityD,6606675874554883
974,CityC,4977266444949166
975,CityE,2171098320653806
976,CityE,2715653260604673
977,CityB,8630626128434274
978,CityB,4297316621486347
979,CityB,1970576635435111
980,CityB,6284072541495697
981,CityA,4387169844005543
982,CityB,5939293812351796
983,CityC,4588090785737360
984,CityA,8897431959652975
985,CityC,7252856675214454
986,CityB,7550167085790453
987,CityE,4701962387721348
988,CityA,4966268509552071
989,CityE,6968057278036503
990,CityC,7359957343686079
991,CityC,1163625412894452
992,CityA,3862766802968284
993,CityC,8795286517589354
994,CityA,1617199664100240
995,CityC,8801239332863994
996,CityE,9899901509879426
997,CityD,4547874478715563
998,CityB,6604856505594609
999,CityB,2641654052599508
1000,CityD,7964472552473938
1001,CityD,1433799509854295
1002,CityA,7279601259016622
1003,CityC,1457976508437644
1004,CityE,9515631198649481
1005,CityB,2411888544819181
1006,CityD,8074023560530571
1007,CityD,7484667763216640
1008,CityD,8678746098248118
1009,CityC,2516491885051349
1010,CityE,4266415818099100
1011,CityD,6572670170161198
1012,CityE,9520339889396692
1013,CityB,7094022803771176
1014,CityA,6598118086268510
1015,CityA,5127628266243624
1016,CityB,3550680610284929
1017,CityA,5422978133833244
1018,CityD,2022517358855563
1019,CityC,3352839649253053
1020,CityA,2778991482554050
1021,CityB,6881431360298619
1022,CityC,4485556877626628
1023,CityB,8155228059015346
1024,CityD,4922218540262492
1025,CityB,8664169514119133
1026,CityD,9688008018239063
1027,CityA,9300373166533127
1028,CityC,1473676530879584
1029,CityE,3541394469825133
1030,CityC,5436269802333544
1031,CityE,3928854112498788
1032,CityA,9583804213504929
1033,CityB,5668246646801980
1034,CityD,5051649445644677
1035,CityD,6878557780031851
1036,CityD,8437836136212372
1037,CityA,9215698550019385
1038,CityA,2319392912850046
1039,CityE,3504003277690482
1040,CityC,1005048609825108
1041,CityC,3241955867377141
1042,CityB,6317617335164046
1043,CityE,2941524682814842
1044,CityA,4564714688776326
1045,CityA,9545377182490468
1046,CityD,7606675584391677
1047,CityE,9871896318720758
1048,CityE,8456289078169388
1049,CityA,2309879905175147
1050,CityE,1548141468069243
1051,CityD,3169592326055487
1052,CityD,5206545279506632
1053,CityA,1115733500291875
1054,CityA,8047567849986509
1055,CityE,1722283739899212
1056,CityE,5235239866927474
1057,CityC,6087687606637106
1058,CityE,8829718876179588
1059,CityE,4949627338503098
1060,CityB,7584060088602088
1061,CityA,7163780873358187
1062,CityE,6565869529400694
1063,CityB,6246619595731563
1064,CityE,1537146448655040
1065,CityA,2531822655751516
1066,CityC,1741858634211160
1067,CityD,4157333769580811
1068,CityA,1437063048942169
1069,CityA,1876548337043311
