person_id,city,credit_card,transactions
104,CityB,1481879401660993,17
105,CityC,1767830922824286,8
106,CityD,2984715041932653,1
107,CityD,6094914570912826,1
108,CityD,1207193913975715,1
109,CityC,4340457468306986,4
110,CityD,3430448816335285,15
111,CityE,8200099252843443,6
112,CityB,1475268876484403,8
113,CityC,5620421346540375,17
114,CityD,2777756849083338,19
115,CityB,9710526554890414,17
116,CityC,6166977036096331,11
117,CityB,5089035308246882,4
118,CityE,2916636451689558,10
119,CityC,7042797045889395,14
120,CityD,7747297303977788,5
121,CityA,6848134674956542,7
122,CityD,4717207738201612,13
123,CityC,6455860538064807,18
124,CityD,6172756963828903,5
125,CityA,6322004561675516,2
126,CityA,1536448339400380,11
127,CityA,7905937172775718,3
128,CityD,2215466392335075,10
129,CityC,7639545604036287,19
130,CityD,2093328293105914,11
131,CityA,2891596958833736,2
132,CityE,6117533411364758,3
133,CityA,4167647776707858,5
134,CityA,6217258129700863,11
135,CityC,2347522881597497,4
136,CityD,1033930995127804,16
137,CityC,9304575460514359,5
138,CityD,2488869232828496,12
139,CityA,4301775587256517,16
140,CityA,4417429379278541,9
141,CityA,2114437124330809,19
142,CityD,5733883671929228,3
143,CityA,1007603935667182,11
144,CityC,2193615694897396,15
145,CityC,8064306097134016,16
146,CityA,9768406666917942,16
147,CityE,2400360941451244,16
148,CityD,4100515337077870,7
149,CityE,7525013838156852,15
150,CityA,8063060240123031,13
151,CityE,1204374920900061,19
152,CityD,7547956121984700,16
153,CityD,7545430489955745,12
154,CityE,3214454919660494,3
155,CityB,8795796165466362,17
156,CityD,6168623295511703,14
157,CityA,8418718120533757,9
158,CityA,6524102868026754,5
159,CityA,8396297190721339,16
160,CityB,1963105220858778,15
161,CityA,9750182006799271,12
162,CityE,8722534269353235,17
163,CityB,7016602056931444,7
164,CityD,1030815362358337,1
165,CityB,9646159261123367,16
166,CityA,3273240058018630,6
167,CityA,4039897984460902,8
168,CityE,7058165403536722,4
169,CityD,7178970638787917,2
170,CityD,6624834168021487,1
171,CityB,5133970039936970,4
172,CityA,8080205682147474,4
173,CityA,2586867653616846,3
174,CityB,3325848575446379,15
175,CityC,9001880538433706,5
176,CityA,1042200028205451,10
177,CityD,4331240227480726,3
178,CityB,3604078246192384,9
179,CityB,4631770338829923,13
180,CityE,1463762875243615,5
181,CityA,2556149127166085,16
182,CityA,3326993330895401,3
183,CityD,2913106740450158,6
184,CityC,1302863908164079,13
185,CityD,5969579204247482,14
186,CityC,3475352306556389,15
187,CityE,3612320628469338,9
188,CityD,9987117750075471,1
189,CityD,2315134643692393,16
190,CityA,9325344265073838,17
191,CityD,1854757291868265,11
192,CityA,1138694690251993,16
193,CityE,3338986521114805,4
194,CityC,4252458947640455,6
195,CityD,4130046203984835,8
196,CityE,9847603603390968,5
197,CityA,5305365286563320,15
198,CityC,7365530949119489,18
199,CityD,3275393949388889,16
200,CityD,4515679644101232,2
201,CityB,6420671882572493,2
202,CityD,5344334626298582,14
203,CityE,6407336760920350,5
204,CityD,9962844275864153,2
205,CityD,8169107377045823,12
206,CityB,9829461636635177,3
207,CityB,9975484444709962,18
208,CityB,7988617489202574,17
209,CityD,4673927422725341,15
210,CityC,6593481301023026,1
211,CityC,8642021133763675,10
212,CityE,2863638015964927,11
213,CityD,1299250424173113,4
214,CityB,5023657032060835,13
215,CityC,2203658201743344,16
216,CityD,6266025961287387,10
217,CityB,4001049694763564,14
218,CityE,8098369450903453,11
219,CityC,3145769613949038,14
220,CityC,3523708946408590,5
221,CityA,6280454153189889,5
222,CityB,8438514872987640,15
223,CityA,8984112396410293,4
224,CityE,4920883411380221,8
225,CityA,5169864938013013,10
226,CityD,6669137960093100,6
227,CityC,6246574619394624,6
228,CityA,4199930791922014,1
229,CityA,2925539112492594,5
230,CityB,2657459718698615,2
231,CityB,7239471882392020,14
232,CityA,1267332381347659,8
233,CityD,6996692536214742,4
234,CityA,4531419592455501,9
235,CityD,8637007753363759,19
236,CityA,3291369251685257,7
237,CityE,5927151369476929,1
238,CityE,9262360352117611,3
239,CityA,7440612249870765,3
240,CityB,8615042656446525,14
241,CityD,7898733034747707,6
242,CityE,1295862529701935,4
243,CityD,6523282224766724,15
244,CityC,1678300860482880,6
245,CityB,4288822334006594,10
246,CityB,6204450233519099,2
247,CityC,5589726087865091,4
248,CityB,6214794786218720,6
249,CityE,8863140778501574,11
250,CityC,7313749415120795,16
251,CityE,6898132108603820,19
252,CityE,7396705157591673,4
253,CityC,8624281568359208,10
254,CityD,9101599256258483,14
255,CityD,4849871752329373,4
256,CityB,3058256592718931,2
257,CityC,9874301538791875,13
258,CityE,1895062162080319,2
259,CityD,6475352368282597,10
260,CityD,9091529780394627,5
261,CityB,8905199169743679,18
262,CityB,9355829486385577,4
263,CityB,8321363138131459,11
264,CityB,9711534494587271,12
265,CityC,1140145156277569,14
266,CityA,4061667544984235,5
267,CityD,6824953453037846,3
268,CityB,8356884039212718,18
269,CityE,9492616671432346,6
270,CityD,7802099493801920,4
271,CityB,1765386724130484,15
272,CityB,5303884011739691,3
273,CityC,8634409829132120,8
274,CityA,3502600639468718,4
275,CityA,5542085149460304,16
276,CityC,5136453811517221,13
277,CityE,3976744558039683,12
278,CityA,9744497734175315,11
279,CityE,7573580280675432,15
280,CityD,5643512995893119,13
281,CityD,3665654753771483,18
282,CityA,9110847655140792,4
283,CityA,6801265576775365,16
284,CityD,6443256794006382,18
285,CityD,5001373236261954,18
286,CityA,1263142578330058,15
287,CityD,8418061521857812,13
288,CityA,3521154124254948,6
289,CityC,2766526233188219,9
290,CityB,2323245460094972,9
291,CityA,1215395804018118,2
292,CityE,9879581830725515,6
293,CityA,9080944672776945,11
294,CityD,2298066008116754,6
295,CityE,6084209994924452,13
296,CityE,1400459868468359,19
297,CityB,2238003171917688,14
298,CityA,2961174057844107,9
299,CityC,5581837250814679,3
300,CityE,6791346650613413,16
301,CityE,7456132788700682,19
302,CityC,2997967130359432,7
303,CityE,7765951629104269,8
304,CityD,3484006023768524,17
305,CityC,5230093524912752,2
306,CityD,4947141336101536,16
307,CityA,4164296659243041,9
308,CityA,7555879330115300,7
309,CityA,7083919029238564,4
310,CityD,3108591534016262,10
311,CityE,6276042237989434,3
312,CityE,7033645954234261,7
313,CityC,9411146385846351,19
314,CityC,7446860360182033,4
315,CityE,6295442414248017,4
316,CityB,9369725692563971,11
317,CityD,4069227442807043,6
318,CityD,8350992867039218,7
319,CityD,9536022250117208,13
320,CityB,1142123306384102,15
321,CityC,5482041349560488,18
322,CityC,5248462469241477,5
323,CityD,6046203464356460,10
324,CityC,9260553612988186,8
325,CityD,7911796381388268,13
326,CityE,6838476279183395,8
327,CityE,9689930710214799,3
328,CityC,7570307615172424,6
329,CityB,7150132502845249,2
330,CityC,2446279327741023,11
331,CityA,3372000625544288,19
332,CityD,3105306248763689,6
333,CityA,7850821303380076,16
334,CityC,7313638776168895,9
335,CityE,2943744488912792,8
336,CityD,6561904951114379,4
337,CityC,4174192038399756,18
338,CityB,7270409048921281,15
339,CityC,6339921242293599,9
340,CityB,1901207055442697,1
341,CityE,2210792441404921,11
342,CityB,1427278236560550,15
343,CityA,5943605685285957,18
344,CityA,4918133855261981,15
345,CityA,1746520678568222,3
346,CityA,7070730836461182,15
347,CityA,9245801462330584,17
348,CityB,2832194048275807,4
349,CityA,3434862131744143,2
350,CityD,2675002675006254,13
351,CityB,8419969946929271,13
352,CityE,8735255305614853,13
353,CityB,3512149767696174,18
354,CityC,1985810518684538,9
355,CityE,1828242792446185,10
356,CityA,6010883086482588,15
357,CityA,2007309953921729,10
358,CityC,5522874737885975,11
359,CityA,3149544655542687,14
360,CityE,9904014761205216,11
361,CityE,9600492342019266,15
362,CityE,7216741748506250,15
363,CityB,4009642457928874,19
364,CityB,1416406903654574,6
365,CityE,8428927787566623,2
366,CityB,8370864468659628,16
367,CityB,5288230550801233,10
368,CityD,4191964323717786,7
369,CityB,1873866156516561,5
370,CityD,1564706315609837,5
371,CityD,6889992628810081,19
372,CityB,8793308630820903,13
373,CityB,5643965014305912,1
374,CityB,5785494671233553,8
375,CityA,7480098755981547,7
376,CityD,7465030480581350,9
377,CityA,2588070328938057,2
378,CityE,4850330151256205,5
379,CityB,1978075134280909,6
380,CityE,7868175398027382,12
381,CityA,8387278014837080,11
382,CityD,5847797432043729,4
383,CityC,5573313449840616,13
384,CityB,4513978287256270,9
385,CityE,3679784511445664,17
386,CityE,4682849927032180,12
387,CityE,1226784458250779,12
388,CityA,9231869609139415,10
389,CityA,7562857915991736,15
390,CityC,7624102565567014,9
391,CityA,6300485265400006,15
392,CityD,2933622836222493,8
393,CityD,6228158531836824,19
394,CityE,3300599344456861,17
395,CityB,8172052506565664,4
396,CityE,5930565777274496,6
397,CityD,7489669540149938,2
398,CityD,3983132600306162,5
399,CityD,1081882922059472,17
400,CityE,2442540824249204,18
401,CityC,3336766776091710,1
402,CityB,9570285267859662,8
403,CityC,7770855346523657,4
404,CityC,5469968615805189,8
405,CityB,3285258136023360,17
406,CityD,6538669709441451,12
407,CityD,8343767600526636,15
408,CityE,7962912548344295,1
409,CityE,6447983604444128,10
410,CityC,6504212272715078,4
411,CityB,4096620898577754,16
412,CityB,3075096083042631,19
413,CityA,8530359647979536,9
414,CityA,6729539409355530,5
415,CityC,8849629505809255,5
416,CityE,9142683895262339,10
417,CityD,7471746632928601,5
418,CityD,5069568815710033,5
419,CityC,9259425202242184,5
420,CityB,3726907960979262,18
421,CityA,7031621285713373,13
422,CityE,5650416590282735,14
423,CityB,9962660998660520,13
424,CityE,1247942900930749,17
425,CityE,3797840557746414,1
426,CityC,4758502813918300,17
427,CityA,9194322166107434,15
428,CityA,7476934783872531,9
429,CityD,8059882205506657,11
430,CityB,9290811578996044,10
431,CityB,6619135455517075,1
432,CityA,4104306806464610,5
433,CityE,1252430779460157,4
434,CityD,2171427834387068,8
435,CityD,4673069970094480,14
436,CityE,6551703105014132,18
437,CityD,5146538145933561,13
438,CityE,5336619760142415,3
439,CityD,3518504080538603,16
440,CityA,3880770944086043,18
441,CityD,7841841739900212,5
442,CityD,8250705479250367,8
443,CityB,6899116977504980,10
444,CityD,3367070803949163,17
445,CityE,8232240527620298,8
446,CityA,1302234277199509,3
447,CityD,7200659301762797,9
448,CityA,5847022014879764,10
449,CityA,8618734065774647,8
450,CityD,8271621497162846,7
451,CityB,6672694149365660,4
452,CityC,1927162550822004,3
453,CityD,9352026166416307,14
454,CityC,8921000461443940,19
455,CityD,4899593628444858,19
456,CityA,3043052566477203,8
457,CityD,1245136570440751,12
458,CityC,8021856110982652,16
459,CityA,4590595772109157,13
460,CityD,2181522860900586,9
461,CityB,4536173417312228,9
462,CityE,6195572234407500,5
463,CityD,2599350697681801,19
464,CityB,9843692866977743,13
465,CityC,9741984594069632,4
466,CityB,7036844023432863,2
467,CityE,3842238531863801,9
468,CityB,5220162803509992,11
469,CityD,7744978416037056,18
470,CityB,2776044218249049,13
471,CityD,2102155762529479,13
472,CityC,9108219985741283,18
473,CityE,1419599239002871,18
474,CityB,7505820522219337,4
475,CityE,7059120292697392,1
476,CityB,1357419855093292,6
477,CityE,3458370344759367,10
478,CityB,2240458354262704,8
479,CityC,4475048342647971,13
480,CityC,5122454314693658,15
481,CityD,7903366299660065,18
482,CityB,8622159470942716,10
483,CityC,8490491316080896,4
484,CityC,7756395214069859,14
485,CityE,5760949539795165,18
486,CityC,6337241362456790,16
487,CityC,1170623508166925,13
488,CityD,9659920972065510,19
489,CityA,6834154093072817,9
490,CityE,2352862441599621,5
491,CityC,7569523004614704,8
492,CityA,7175993852587651,15
493,CityA,6699754583238086,7
494,CityC,5555610074766057,3
495,CityD,7446054128933977,19
496,CityB,1793633710677121,5
497,CityD,9722345422904024,18
498,CityC,1749896769112364,14
499,CityE,4257833777853655,16
500,CityB,3083448693801948,11
501,CityB,6498299717768375,17
502,CityC,8469674102446656,8
503,CityC,8458756349433572,15
504,CityE,5808779048636201,10
505,CityD,6002770810097402,18
506,CityE,3111053337685464,16
507,CityC,8372395418878264,16
508,CityE,8067004578318645,6
509,CityC,2821911463216734,19
510,CityB,1158832775760386,7
511,CityE,2895302118280779,13
512,CityA,9319861117418438,15
513,CityB,6157939642714484,18
514,CityA,9065896447668418,19
515,CityC,1133271105288994,19
516,CityA,1187663066118929,4
517,CityD,5707870605865662,13
518,CityC,4628925500815701,16
519,CityA,9211760903681057,3
520,CityC,7898105329951788,2
521,CityD,4689579263711815,7
522,CityA,7883273096988695,8
523,CityA,1264883261871434,9
524,CityB,7169410160775042,12
525,CityA,4585238866777656,1
526,CityA,6585701847561856,10
527,CityC,5702198493269279,8
528,CityD,9181828447861854,9
529,CityE,8771068328786449,13
530,CityD,1645106958198911,1
531,CityD,2865661331269407,7
532,CityA,6320286172394117,10
533,CityE,4885698309500982,1
534,CityE,9609018260920363,2
535,CityD,7691532036745741,17
536,CityC,8028959373709531,17
537,CityE,7295696576419277,14
538,CityE,2970326695950950,12
539,CityD,4324007487584274,17
540,CityB,5777445124999541,10
541,CityE,5410465737372568,16
542,CityD,2497485359797220,13
543,CityB,8863253039956995,9
544,CityD,1425878745851926,5
545,CityD,6280417230365927,14
546,CityC,3965075316968731,10
547,CityA,4658548876232451,8
548,CityB,5388659199142696,14
549,CityA,8086525112518709,4
550,CityB,6355004676197280,11
551,CityB,3291369382809017,17
552,CityE,2689514381746652,16
553,CityC,2564600940519349,15
554,CityC,2818399635964010,19
555,CityD,3036430314149767,10
556,CityA,6203890849769790,6
557,CityD,4108067834611766,5
558,CityC,4187555662112000,19
559,CityD,5451981180711084,2
560,CityC,7322438696360302,6
561,CityC,4845213049430557,5
562,CityB,6800131748853566,13
563,CityD,2596140896224671,13
564,CityB,8952990991670493,14
565,CityD,1734892829443960,8
566,CityC,5171590038974183,19
567,CityC,7498315632824956,17
568,CityE,2292230132280296,18
569,CityB,5751265987482978,14
570,CityA,9133586134196630,5
571,CityD,3399057867527730,6
572,CityA,5975779727819120,6
573,CityE,3619108814417043,4
574,CityC,7952408176622900,7
575,CityB,1864080220985527,11
576,CityA,4646829788613407,19
577,CityB,6729155947664348,13
578,CityC,4556640146328766,2
579,CityB,8756600975944474,12
580,CityB,7276691023315306,15
581,CityD,1039735380234741,19
582,CityA,6190297551946677,11
583,CityE,1757776574087145,19
584,CityB,4506639731822470,13
585,CityB,7643266469345056,6
586,CityE,8757156611880736,8
587,CityA,4601355337690998,9
588,CityC,9438123561438235,6
589,CityD,4636714132081299,17
590,CityE,8855224185297110,6
591,CityB,7873094766705803,14
592,CityC,7982622821094837,13
593,CityD,3872369166030438,1
594,CityE,4883703263069398,8
595,CityB,7918980110386726,10
596,CityA,1951338662923504,14
597,CityE,8120480592827556,6
598,CityB,1450496139980555,7
599,CityC,6067984050927659,10
600,CityE,1913481991036189,2
601,CityD,9248571679712137,1
602,CityA,6831469033671349,12
603,CityE,4027390697146986,5
604,CityE,6428619516851198,19
605,CityA,2442368248529849,8
606,CityC,9591538064958944,5
607,CityD,7860932056186673,6
608,CityB,4704846608037980,10
609,CityC,5800717526144177,6
610,CityB,2901400587474084,5
611,CityD,8330631179076366,4
612,CityC,8009431123503225,15
613,CityE,6134381573881970,8
614,CityC,2636511058217131,15
615,CityB,7803819856139024,4
616,CityE,4655199499751010,5
617,CityA,8799895426784898,13
618,CityC,6859781994029457,17
619,CityC,9731714770785830,18
620,CityE,4145740229567240,10
621,CityC,8266787008800715,10
622,CityE,5810366202141898,7
623,CityA,4974196628965649,3
624,CityC,3761330215797965,2
625,CityB,4114866767352161,3
626,CityC,8976438201706780,9
627,CityE,2058995563629620,15
628,CityE,6971287714039569,9
629,CityB,9892499619082800,3
630,CityB,1978652216468211,16
631,CityE,8826268609551384,3
632,CityE,3402756860180173,5
633,CityC,2069587527650600,17
634,CityE,9519701536471614,6
635,CityB,5456562703342356,16
636,CityC,4845291757634543,16
637,CityE,5573338077858324,19
638,CityA,4970765840710743,8
639,CityB,1697088998089434,5
640,CityA,7113167826511738,19
641,CityC,6916752682326872,9
642,CityB,8171326734476228,5
643,CityC,4137720515523853,9
644,CityD,5310918542451068,14
645,CityB,9158009547279376,11
646,CityC,8528759102158754,11
647,CityA,8788307054154770,4
648,CityC,5875951240694636,13
649,CityE,2577251552191831,2
650,CityE,3768708770759641,7
651,CityA,1769065946329745,3
652,CityC,9919395717954741,4
653,CityB,5230352393735951,14
654,CityA,3398562341064309,13
655,CityC,9602102554347338,15
656,CityD,3738202132038257,4
657,CityE,6271883026545553,11
658,CityA,1152067233190751,17
659,CityC,9804618235536003,6
660,CityD,7313189182879695,13
661,CityE,2590483572002805,19
662,CityD,4156541972459272,8
663,CityA,7075923783790345,17
664,CityC,6879388595202881,5
665,CityD,6208962758525169,17
666,CityD,7673475802563975,14
667,CityD,7817597159969609,8
668,CityB,4479651735398471,18
669,CityD,8052438341485774,10
670,CityC,2540522485579295,12
671,CityC,8054686229200316,1
672,CityC,5043969629696891,9
673,CityE,5041074061310254,13
674,CityD,1773607123252104,13
675,CityA,9479940559938205,17
676,CityE,7194570308107780,1
677,CityB,2004448730771223,9
678,CityC,3687052681489444,17
679,CityB,6806963162998007,5
680,CityE,5860818825022274,6
681,CityB,4178901528121930,14
682,CityE,8579128529034252,2
683,CityB,5665149044062978,8
684,CityC,1656422767079929,3
685,CityD,6014146077409330,18
686,CityC,5404997948748647,12
687,CityC,6241772733012478,19
688,CityC,2386033627766413,17
689,CityD,2010506355159808,5
690,CityC,3324758087423606,6
691,CityE,5255011701195578,10
692,CityB,5132569351350027,9
693,CityD,7947659820558676,19
694,CityA,2082636131902594,8
695,CityE,3302508563407442,15
696,CityD,9908002723892909,16
697,CityB,7835286544220917,10
698,CityD,1899524103070753,2
699,CityE,6920256635662297,19
700,CityE,2878825891564337,17
701,CityA,8826806879960023,3
702,CityC,4158910741311593,3
703,CityB,6773463765908617,9
704,CityE,4867838622725461,3
705,CityE,5845865587899055,4
706,CityB,5984498529907131,18
707,CityE,5962261982157087,4
708,CityA,1061645032964205,8
709,CityA,8852725663077483,7
710,CityC,8742265464092999,3
711,CityD,8534206240111740,17
712,CityB,6975415933096907,18
713,CityA,5437053660115175,11
714,CityA,4117485110649473,13
715,CityA,4189577384972043,14
716,CityA,8916924972470942,18
717,CityC,4458872716174496,8
718,CityE,6229048197313792,17
719,CityA,7616320839759182,15
720,CityC,5893829481579074,3
721,CityD,6081111211582319,19
722,CityE,8336048089250570,7
723,CityD,5779103356406812,5
724,CityE,4207262151641059,11
725,CityE,4720870340675931,9
726,CityE,4573365222098475,17
727,CityC,4692214787936765,15
728,CityB,1980807589624512,2
729,CityD,3520062435370109,3
730,CityE,3641738749501997,17
731,CityE,3624116597957982,6
732,CityA,9010655735151230,11
733,CityA,3380183507378202,8
734,CityC,5332576777066304,15
735,CityE,6212326055420002,14
736,CityD,2968681624405291,6
737,CityD,1399194450192963,17
738,CityA,9716313253583634,10
739,CityA,9901695239778515,10
740,CityB,6331448604712736,18
741,CityE,8408930608309857,13
742,CityE,2828175815054680,8
743,CityA,9833077240056323,13
744,CityA,9694308959621200,5
745,CityA,5943421588163510,5
746,CityB,4753181424080855,19
747,CityB,4037893804315480,7
748,CityB,7024173738588642,5
749,CityE,9589245069159008,17
750,CityB,2242118746271253,1
751,CityE,2552644138637987,7
752,CityA,8463170037747225,15
753,CityE,3569446087176820,14
754,CityD,7366684470933899,9
755,CityC,8098888954188586,13
756,CityA,1364729520859882,11
757,CityD,9938285877050453,17
758,CityC,9658581495063777,10
759,CityD,5598134691437965,17
760,CityC,4388275758243579,19
761,CityC,7690519766738007,14
762,CityB,2073758748603365,1
763,CityD,6661059814991169,16
764,CityD,4817915941809009,19
765,CityA,5872652297557575,11
766,CityE,4628168870494132,5
767,CityD,4497249939266318,2
768,CityD,8601603338608753,3
769,CityA,5119344541961807,2
770,CityA,9504260000047639,16
771,CityB,9733883685827377,9
772,CityE,5832118007970667,9
773,CityE,8603502232221419,19
774,CityB,9898150815966926,14
775,CityA,9870850891323473,17
776,CityA,4476896700791506,10
777,CityA,2003125112340997,2
778,CityD,1151806063391353,2
779,CityE,1182597115826052,7
780,CityE,6875543038359985,19
781,CityC,1469136142366614,2
782,CityC,8764554904525452,6
783,CityD,6606096563609827,7
784,CityD,8923735440457580,2
785,CityE,2011073473514339,19
786,CityC,1114872843858852,4
787,CityB,2873512639989031,11
788,CityA,7494735689664219,14
789,CityE,2799388311166491,16
790,CityB,8012107512303898,12
791,CityD,2585376260881385,5
792,CityA,5347017956410978,19
793,CityD,5393063099922358,12
794,CityC,6258165074294104,18
795,CityB,4324118738829588,19
796,CityA,1494649737144375,12
797,CityA,9983420843564767,13
798,CityD,4513836109896312,18
799,CityE,1077845196536326,5
800,CityB,4899019704022821,2
801,CityA,6280904762566943,9
802,CityA,4491794843138790,4
803,CityC,3894120625619738,8
804,CityB,1613148324206037,3
805,CityB,2718518720802990,6
806,CityA,8434639673770165,19
807,CityB,4142016308365072,16
808,CityB,5627671961078516,8
809,CityA,3490416695446066,4
810,CityA,3214567294164054,1
811,CityD,8966278527520977,7
812,CityD,6459295414297997,1
813,CityD,6166371398803942,18
814,CityD,7929357423641445,5
815,CityB,7342634457559027,19
816,CityC,6555456365173582,6
817,CityA,3688474100852286,8
818,CityA,3863418757363518,8
819,CityE,7958089352839892,16
820,CityC,9250623955021448,7
821,CityC,5293936147498507,11
822,CityA,8938114220874990,11
823,CityC,2461508737807651,3
824,CityE,7089137984903109,14
825,CityB,9761987499182306,2
826,CityD,2399189164298860,18
827,CityE,6970139865541103,10
828,CityD,9602085103469672,5
829,CityA,9470611238003205,4
830,CityB,6737322971574602,15
831,CityE,9910299943288260,6
832,CityC,4277316505207646,5
833,CityB,9496409198411224,3
834,CityE,2257564484407178,8
835,CityB,9306014002507683,7
836,CityA,5862655984877797,6
837,CityC,1875397420448890,6
838,CityD,8436009010328588,15
839,CityD,2103482436963241,19
840,CityD,9106877577262393,13
841,CityE,7042775745187728,13
842,CityB,3806505426599303,3
843,CityC,4640708711602156,5
844,CityC,8929527121905986,11
845,CityE,9669886877376130,14
846,CityC,4503460063077752,9
847,CityC,9237429767882885,3
848,CityB,4553091365216351,4
849,CityB,8644992098329800,13
850,CityB,6188551496231785,16
851,CityE,8776562243626604,11
852,CityE,1893031378684583,11
853,CityE,7406497986251210,17
854,CityC,5647113942624913,11
855,CityD,5444887193574160,15
856,CityC,1533794236158183,19
857,CityB,8030983851175733,13
858,CityD,5557722399166854,7
859,CityA,2889045420623322,16
860,CityD,8918827529822975,10
861,CityB,6210903068511605,10
862,CityB,3994020939948615,6
863,CityB,9230903839583446,10
864,CityB,1253295750923877,13
865,CityA,5853575281037556,15
866,CityD,8912174097434402,1
867,CityA,1093042185105311,19
868,CityC,2559744040060169,2
869,CityD,9873656554962730,17
870,CityC,6298316957539573,2
871,CityC,6697087355662439,3
872,CityC,7801076796994759,11
873,CityB,9221794191288884,15
874,CityD,9233322859215413,7
875,CityE,3277661980448229,4
876,CityD,8115654665640425,18
877,CityB,2929821346114063,17
878,CityD,7442190825297213,4
879,CityB,1118352802920955,12
880,CityD,2405994121105788,4
881,CityD,9326511017052216,16
882,CityC,2208744829887404,1
883,CityA,6484596333243898,4
884,CityD,6943152183683520,15
885,CityE,3992270093119108,3
886,CityA,9514503380770947,12
887,CityE,8597000619113273,5
888,CityD,7782667383672390,3
889,CityB,9908217622448538,4
890,CityD,7595218607713164,8
891,CityC,7653484650650584,4
892,CityB,5883910330578953,8
893,CityE,3188832243106389,14
894,CityD,8422022592453702,7
895,CityD,4790554825618678,10
896,CityB,5130184300081694,12
897,CityD,6244763237268948,14
898,CityA,2933755666471292,14
899,CityE,9352281220534451,4
900,CityD,2640197823032916,19
901,CityD,2131137643142221,9
902,CityB,2395014201494655,19
903,CityC,9825594828401392,7
904,CityE,1217278188964146,13
905,CityA,3074105710785074,9
906,CityA,6721402009453362,13
907,CityB,9135318297883620,4
908,CityA,2095367421552690,8
909,CityC,7077849772800733,5
910,CityD,8971291281961637,19
911,CityE,8453396729232312,7
912,CityD,8843319084255094,14
913,CityB,4850179393301777,13
914,CityD,1248129897734537,10
915,CityC,7098792339300793,4
916,CityA,2577704346684523,15
917,CityE,4659005989444806,3
918,CityC,6763552298188952,6
919,CityB,1951009560930539,10
920,CityE,9156318291366009,14
921,CityD,2279164419726647,1
922,CityB,5651699778785322,12
923,CityD,1559539389727224,17
924,CityC,6385558217785443,3
925,CityC,1801617005186007,12
926,CityB,8168564340802284,18
927,CityA,8840768939336075,11
928,CityB,3164039579515604,11
929,CityA,5266410626333305,18
930,CityB,2188003241251383,15
931,CityB,5313382578643224,9
